CANAL;COMENTARIO
CONOCE-AQUI;OK
CONOCE-AQUI;poder descargar una copia
CONOCE-AQUI;antes podia entrar por mi celular ahora me sale mensaje que ya caduco mi sesion
CONOCE-AQUI;OK
CONOCE-AQUI;NADA
CONOCE-AQUI;BUENO
CONOCE-AQUI;mas tiempo
CONOCE-AQUI;byvkvjkbhbh
CONOCE-AQUI;mAYOR DIFUSIÓN O INFORMACIÓN DEL SERVICIO AL PÚBLICO.
CONOCE-AQUI;.
CONOCE-AQUI;bien
CONOCE-AQUI;"OK
"
CONOCE-AQUI;S
CONOCE-AQUI;"LAS CONSULTAS DEBEN ELEVARSE DE TRES A CINCO
"
CONOCE-AQUI;buen aplicativo
CONOCE-AQUI;todo bien
CONOCE-AQUI;f
CONOCE-AQUI;ok
CONOCE-AQUI;Poco tiempo
CONOCE-AQUI;Me gusto
CONOCE-AQUI;Me gusto
CONOCE-AQUI;todo ok
CONOCE-AQUI;MUYY CORTO
CONOCE-AQUI;3e
CONOCE-AQUI;BUENA
CONOCE-AQUI;excelente
CONOCE-AQUI;ok
CONOCE-AQUI;bien ayuda
CONOCE-AQUI;bien
CONOCE-AQUI;.
CONOCE-AQUI;NO SE ENCUENTRA EN SERVICIO
CONOCE-AQUI;"ok
"
CONOCE-AQUI;BUENO.
CONOCE-AQUI;"excelente
"
CONOCE-AQUI;poco tiempo y pocas consultas
CONOCE-AQUI;Muy bien
CONOCE-AQUI;bdfbd
CONOCE-AQUI;.
CONOCE-AQUI;OK
CONOCE-AQUI;Excelente forma rapida de obtener datos.
CONOCE-AQUI;DEBE SER SIEMPRE MUY SIMPLE SU MANEJO
CONOCE-AQUI;bueno
CONOCE-AQUI;A
CONOCE-AQUI;hjhj
CONOCE-AQUI;Muy buen servicio
CONOCE-AQUI;EXCELENTE!
CONOCE-AQUI;"Muy bueno
"
CONOCE-AQUI;1
CONOCE-AQUI;bien bien buena pagina gracias totales -sunarp
CONOCE-AQUI;Se debería poder descargar la ficha
CONOCE-AQUI;OK
CONOCE-AQUI;d
CONOCE-AQUI;muy bueno
CONOCE-AQUI;OK
CONOCE-AQUI;dd
CONOCE-AQUI;muy bueno
CONOCE-AQUI;-
CONOCE-AQUI;ABURRE ESTAR VOLVIENDO SALIR Y ENTRAR
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;mal
CONOCE-AQUI;nm
CONOCE-AQUI;Excelente servicio
CONOCE-AQUI;N
CONOCE-AQUI;continuen mejorando. gracias
CONOCE-AQUI;Excelente 
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;ok
CONOCE-AQUI;muy bueno
CONOCE-AQUI;H
CONOCE-AQUI;OK
CONOCE-AQUI;buena 
CONOCE-AQUI;1
CONOCE-AQUI;BIEN.
CONOCE-AQUI;asdas
CONOCE-AQUI;D
VISOR-GRAFICO;excelente servicio
VISOR-GRAFICO;   
CONOCE-AQUI;GNFN
CONOCE-AQUI;ok
CONOCE-AQUI;"j
"
CONOCE-AQUI;INDIFERENTE
CONOCE-AQUI;ES MUY BUENO COMO ARMA DE CONFIRMACIÒN.. PERO ES UN PROBLEMA NO PODER IMPRIMIRLO.   ES IMPORTANTE PARA EL QUE LO UTILIZA..  Y NO ES PARA TODA LA FICHA,  SINO POR  TEMAS MUY PUNTUALES..  POR FAVOR RECONCIDERAR   ESTE PUNTO
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;gr
CONOCE-AQUI;nnnnn
CONOCE-AQUI;TODO EXCELENTE
CONOCE-AQUI;OK
CONOCE-AQUI;xd
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;BUENO
CONOCE-AQUI;Deberia ser un poco mas amigable la vista, es dificil de visualizar y no aparece el propietario, que es funadamental tambien, aunque sea no el nombre completo pero si un nombre y un apellido
CONOCE-AQUI;HDRHT
CONOCE-AQUI;"muy bueno
"
CONOCE-AQUI;SOLO ME QUEDA AGRADECER. ¡GRACIAS!
CONOCE-AQUI;me parece eficiente
CONOCE-AQUI;.
CONOCE-AQUI;Página muy útil.
CONOCE-AQUI;G
CONOCE-AQUI;BIEN
CONOCE-AQUI;quizas una pequeña explicacion de como se pasa de un asiento a otro, tuve que tomar mi agua de manzana para entender. excelente servicio, gracias. 
CONOCE-AQUI;"buena opción. gracias.
"
CONOCE-AQUI;Excelente
CONOCE-AQUI;excelente y muy simple . felicitaciones
CONOCE-AQUI;es grato la informaciion a la mano
CONOCE-AQUI;dd
CONOCE-AQUI;Excelente servicio, deberían implementar ¿imprimir¿ el asiento visualizado
CONOCE-AQUI;ssssi
CONOCE-AQUI;q
CONOCE-AQUI;BIEN
CONOCE-AQUI;Gracias 
CONOCE-AQUI;Bien 
CONOCE-AQUI;EXCELENTE SERVICIO
CONOCE-AQUI;.
CONOCE-AQUI;OK
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;FDFDF
CONOCE-AQUI;lñ,
CONOCE-AQUI;gracias
CONOCE-AQUI;Deberia ser más rápido el servicio 
CONOCE-AQUI;-´{ñ
CONOCE-AQUI;a
CONOCE-AQUI;advfdsw
CONOCE-AQUI;dwqedqew
CONOCE-AQUI;Excelente servicio
CONOCE-AQUI;"poco tiempo
"
CONOCE-AQUI;11no
CONOCE-AQUI;gRACIAS
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;bien
CONOCE-AQUI;es rapida
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;EXCELENTE 
CONOCE-AQUI;buena
CONOCE-AQUI;Mas tiempo seria mejor
CONOCE-AQUI;horrribl      ,,,,,,,,
CONOCE-AQUI;BIEN
CONOCE-AQUI;10
CONOCE-AQUI;OK
CONOCE-AQUI;m
CONOCE-AQUI;OK
CONOCE-AQUI;FÁCIL
CONOCE-AQUI;ok
CONOCE-AQUI;Más o menos 
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;OK
CONOCE-AQUI;sw
CONOCE-AQUI;"pok
"
CONOCE-AQUI;ASFAEFsfdASD
CONOCE-AQUI;1
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;X
CONOCE-AQUI;...
CONOCE-AQUI;MUY UTIL
CONOCE-AQUI;A
CONOCE-AQUI;Gracias. 
CONOCE-AQUI;ES UN BUEN APOYO PARA EL PUBLICO
CONOCE-AQUI;"satisfecha
"
CONOCE-AQUI;OK
CONOCE-AQUI;genial
CONOCE-AQUI;BUENO
CONOCE-AQUI;ok
CONOCE-AQUI;l
CONOCE-AQUI;BUEN SERVICIO
CONOCE-AQUI;MUY BUEN SERVICIO
CONOCE-AQUI;NV
CONOCE-AQUI;BIEN
CONOCE-AQUI;OK
CONOCE-AQUI;A
CONOCE-AQUI;OK
CONOCE-AQUI;No se ce
CONOCE-AQUI;asdfd
CONOCE-AQUI;k
CONOCE-AQUI;ok
VISOR-GRAFICO;bueno
CONOCE-AQUI;AGREGAR BOTON DE SIGUIENTE Y ANTERIOR PAGINA
CONOCE-AQUI;Bueno
CONOCE-AQUI;NO SE PUEDE VER LA HOJA RESUMEN
CONOCE-AQUI;a
CONOCE-AQUI;ghfghfgh
CONOCE-AQUI;Ok
CONOCE-AQUI;Buen sistema
CONOCE-AQUI;XXXX
CONOCE-AQUI;D
CONOCE-AQUI;OK
CONOCE-AQUI;MAS TIEMPO
CONOCE-AQUI;BIEN
CONOCE-AQUI;bien
CONOCE-AQUI;bien
CONOCE-AQUI;.
CONOCE-AQUI;Excelente
CONOCE-AQUI;BUENO
CONOCE-AQUI;ok
CONOCE-AQUI;,,mnn
CONOCE-AQUI;TODO BIEN
CONOCE-AQUI;favor permitir descargar pdf
CONOCE-AQUI;Feliz
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;D
CONOCE-AQUI;"excelente servicio.
gracias!"
CONOCE-AQUI;chevere
CONOCE-AQUI;que se pueda imprimir la hojas
CONOCE-AQUI;bueno
CONOCE-AQUI;conforme
CONOCE-AQUI;no descraga hoja resumen
CONOCE-AQUI;buen servicio gracias
CONOCE-AQUI;GF
CONOCE-AQUI;SATISFECHO
CONOCE-AQUI;"rápido
"
CONOCE-AQUI;OK
CONOCE-AQUI;MUY BUENA
CONOCE-AQUI;VERY GOOD
CONOCE-AQUI;BIEN 
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;OK
CONOCE-AQUI;RWRW
CONOCE-AQUI;.
CONOCE-AQUI;OKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
CONOCE-AQUI;.
CONOCE-AQUI;DF
CONOCE-AQUI;super
CONOCE-AQUI;DEBERINA DEJAR QUE SE IMPRIMAN LAS VISUALIZACIONES
CONOCE-AQUI;Muy bueno
CONOCE-AQUI;"OK
"
CONOCE-AQUI;dasdsadsa
CONOCE-AQUI;c
CONOCE-AQUI;OK
CONOCE-AQUI;bine
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;buen servicio
CONOCE-AQUI;ok
CONOCE-AQUI;"k


"
CONOCE-AQUI;  
CONOCE-AQUI;BIEN
CONOCE-AQUI;v
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;todo bien
CONOCE-AQUI;MUY RAPIDO Y AYUDA MUCHO 
CONOCE-AQUI;gracias por todo, los amo <3
CONOCE-AQUI;poco tiempo
CONOCE-AQUI;BIEN
CONOCE-AQUI;bien
CONOCE-AQUI;excelente
CONOCE-AQUI;felicitaciones
CONOCE-AQUI;OK
CONOCE-AQUI;bueno
CONOCE-AQUI;Bueno
CONOCE-AQUI;SI
CONOCE-AQUI;bien
CONOCE-AQUI;OK
CONOCE-AQUI;OK.
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;O
CONOCE-AQUI;EXCELENTE!
CONOCE-AQUI;rapidez
CONOCE-AQUI;excelente
CONOCE-AQUI;N
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;W
CONOCE-AQUI;M
CONOCE-AQUI;Ok
CONOCE-AQUI;53t
CONOCE-AQUI;Todo ok
CONOCE-AQUI;HABILITAR LA OPCION DE DESCARGA
CONOCE-AQUI;"buena
"
VISOR-GRAFICO;.
VISOR-GRAFICO;coloque la direccion en Ica Y nada sale,  no esta muy bien diseñado O quizas no reconoce
VISOR-GRAFICO;das
VISOR-GRAFICO;LA DIFICULTAD ESTÁ EN PODER DESCARGAR RAPIDAMENTE LA INFORMACION
VISOR-GRAFICO;eS MUY LENTO Y EL TIEMPO SE ACABA
VISOR-GRAFICO;eL INTERNET ES MUY LENTO
VISOR-GRAFICO;no encuentra las partidas que busco
VISOR-GRAFICO;"MUY BUENOS
"
CONOCE-AQUI;ok
CONOCE-AQUI;ss
CONOCE-AQUI;WFQGWSRGH
CONOCE-AQUI;"bIEN
"
CONOCE-AQUI;.
CONOCE-AQUI;V
CONOCE-AQUI;excelente
CONOCE-AQUI;Que pudiera sacarse fotocopia de lo que uno ve desde su propia computadora. podrian implementar que uno vaya cargando el costo a una cuenta personal sustentada en una tarjeta de credito bancaria.
CONOCE-AQUI;"bueno
"
CONOCE-AQUI;"EXCELENTE
"
CONOCE-AQUI;.
CONOCE-AQUI;"ok
"
CONOCE-AQUI;ok
CONOCE-AQUI;Ninguno
CONOCE-AQUI;.
CONOCE-AQUI;FFAF
CONOCE-AQUI;"muy bien
"
CONOCE-AQUI;Ok
CONOCE-AQUI;Buena
CONOCE-AQUI;"OK
"
CONOCE-AQUI;ninguno
CONOCE-AQUI;Ok
CONOCE-AQUI;23465456465465456
CONOCE-AQUI;b
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;S
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;CONFORME
CONOCE-AQUI;:(
CONOCE-AQUI;Bien
CONOCE-AQUI;sdv
CONOCE-AQUI;Un buen servicio 
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;"exelente apoyo para verificar en el momento la titularidad y no nos sorprendan
"
CONOCE-AQUI;OK
CONOCE-AQUI;poder descargar
CONOCE-AQUI;PERFECTO
CONOCE-AQUI;BIEN
CONOCE-AQUI;GRACIAS !!!
CONOCE-AQUI;"1
"
CONOCE-AQUI;SDSDS
CONOCE-AQUI;":)
"
CONOCE-AQUI;Ok.
CONOCE-AQUI;BUENO
CONOCE-AQUI;OK
CONOCE-AQUI;eXCELENTE PLATAFORMA, AYUDA BASTANTE EN LA BUSQUEDA DE INFORMACION
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;OK
CONOCE-AQUI;"BUENO
"
CONOCE-AQUI;conforme
CONOCE-AQUI;A
CONOCE-AQUI;muy bueno
CONOCE-AQUI;NO SE PUEDE DESCARGAR SIN Q SE DISTORCIONE
CONOCE-AQUI;excelente pagina
CONOCE-AQUI;SSD
CONOCE-AQUI;OK
CONOCE-AQUI;No
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;OK
CONOCE-AQUI;adc
CONOCE-AQUI;k
CONOCE-AQUI;no he podido encontrar lo que estoy buscando
CONOCE-AQUI;EWFEF
CONOCE-AQUI;k
CONOCE-AQUI;asdfasdfasdfasdfasdfasd
CONOCE-AQUI;DEBEN DEJAR HACER 5 CONSULTAS POR DIA
CONOCE-AQUI;Ihuh
CONOCE-AQUI;"bien



"
CONOCE-AQUI;por el momento no tengo sugerencias
CONOCE-AQUI;OK
CONOCE-AQUI;bien
CONOCE-AQUI;ok
CONOCE-AQUI;LLL
CONOCE-AQUI;:d
CONOCE-AQUI;SEGUIR MEJORANDO
CONOCE-AQUI;ok
CONOCE-AQUI;g
CONOCE-AQUI;"PUEDEN DEJAR MAS TIEMPO 
"
CONOCE-AQUI;k
CONOCE-AQUI;COOL
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;MUY BUEN SERVICIO PARA CORROBORAR LA INFORMACIÓN DE MANERA INMEDIATA.
CONOCE-AQUI;G
CONOCE-AQUI;q
CONOCE-AQUI;"excelenete
"
VISOR-GRAFICO;MUY INTERESANTE
VISOR-GRAFICO;SERIA EXCELENTE SI PONEN NOMBRES DE PROPIETARIOS, SIN TENER QUE BUSCAR POR PARTIDA
VISOR-GRAFICO;Ingreso el N° de la Partida pero no descarga nada
CONOCE-AQUI;"impresion en pdf
"
CONOCE-AQUI;no se puede descargar
CONOCE-AQUI;.
CONOCE-AQUI;bueno
CONOCE-AQUI;Todo ok
CONOCE-AQUI;aqeftetet
CONOCE-AQUI;TATOGUCCI
CONOCE-AQUI;mas apoyo
CONOCE-AQUI;"BU


UTIL"
CONOCE-AQUI;MUY BUENISIMO
CONOCE-AQUI;Excelente
CONOCE-AQUI;OK
CONOCE-AQUI;gracias
CONOCE-AQUI;MUY BUEN SERVICIO
CONOCE-AQUI;ok
CONOCE-AQUI;"KNI
"
CONOCE-AQUI;"buena
"
CONOCE-AQUI;todo ok               
CONOCE-AQUI;esaefaewfaewsfawersfas afawsed,dWJA JAN<DXJADJNA< LSNEN<JANDJAE LANDAN<ÑDENA KJNDJENAJE
CONOCE-AQUI;nn
CONOCE-AQUI;-
CONOCE-AQUI;excelente
CONOCE-AQUI;ok
CONOCE-AQUI;Es provechoso, mas aun ahora que han subido las tarifas de las copias literales en forma escandalosa.
CONOCE-AQUI;permitir descargar el documento
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;Bie
CONOCE-AQUI;Muy buena plataforma
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;FS
CONOCE-AQUI;MAS TIEMPO EN SESION
CONOCE-AQUI;OK
CONOCE-AQUI;N
CONOCE-AQUI;"muy buena herramienta
"
CONOCE-AQUI;ninguno
CONOCE-AQUI;ES FÁCIL SU PROCEDIMIENTO DE VISUALIZACIÓN DE LOS DOCUMENTOS
CONOCE-AQUI;OK
CONOCE-AQUI;muy bien
CONOCE-AQUI;conforme
CONOCE-AQUI;"OK

"
CONOCE-AQUI;OK
CONOCE-AQUI;10
CONOCE-AQUI;OO
CONOCE-AQUI;UNA GRAN ALTERNATIVA
CONOCE-AQUI;bueno
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;dd
CONOCE-AQUI;OK
CONOCE-AQUI;Buwn servicio
CONOCE-AQUI;gbzb
CONOCE-AQUI;a
CONOCE-AQUI;vcbvcb
CONOCE-AQUI;DD
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;"mas tiempo 
"
CONOCE-AQUI;Conforme 
CONOCE-AQUI;DDD
CONOCE-AQUI;excelente
CONOCE-AQUI;excelente servicio
CONOCE-AQUI;Cada vez que uno quiere ver otra partida debe cerrar sesión y volver a loguearse? quita tiempo
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;EXCELENTE 
CONOCE-AQUI;g
CONOCE-AQUI;muy bueno.
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;mejoren la visulización
CONOCE-AQUI;V
CONOCE-AQUI;.
CONOCE-AQUI;super
CONOCE-AQUI;bUENO
CONOCE-AQUI;BUENAZO
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;bien
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;.
CONOCE-AQUI;A1
CONOCE-AQUI;"OK
"
CONOCE-AQUI;Ok
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;XX
CONOCE-AQUI;solamente visualizo 1 pag no hay indicaciones para visualizar completo 
CONOCE-AQUI;excelente me ayuda para poder solicitar mi copia certificada y que pagina es 
CONOCE-AQUI;bueno
CONOCE-AQUI;Ñ
CONOCE-AQUI;ok
CONOCE-AQUI;gracias
CONOCE-AQUI;sE PUEDE LEER TODO
CONOCE-AQUI;OK
CONOCE-AQUI;muy eficientes 
CONOCE-AQUI;DEFCEDF
CONOCE-AQUI;buena informacion
CONOCE-AQUI;ew
CONOCE-AQUI;a
CONOCE-AQUI;k
CONOCE-AQUI;ninguna
CONOCE-AQUI;OK
CONOCE-AQUI;s
CONOCE-AQUI;Ok
CONOCE-AQUI;OK
CONOCE-AQUI;hh
CONOCE-AQUI;Gracias 
CONOCE-AQUI;Sería ideal que se pueda imprimir ... gracias 
CONOCE-AQUI;todo ok
CONOCE-AQUI;n
CONOCE-AQUI;cuando ponfo salir sale de toda la pagina y tengo que volver a escribir mi nmero de dni y los datos a pesar de que me dice que mi sesion esta abierta
CONOCE-AQUI;No me.ayudo
CONOCE-AQUI;ok
CONOCE-AQUI;"ok
"
CONOCE-AQUI;https://conoce-aqui.sunarp.gob.pe/conoce-aqui/assets/img/5.png
CONOCE-AQUI;no puedo visualizar todo
CONOCE-AQUI;_
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;V
CONOCE-AQUI;.
CONOCE-AQUI;tener un tutor al momento de ingresar
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;OK
CONOCE-AQUI;"OK
"
CONOCE-AQUI;RG
CONOCE-AQUI;OK
CONOCE-AQUI;k
CONOCE-AQUI;ok
CONOCE-AQUI;k
CONOCE-AQUI;No carga
CONOCE-AQUI;"ok
"
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;K
CONOCE-AQUI;AWD
CONOCE-AQUI;.
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;EXCELENE SERVICIO
CONOCE-AQUI;BIEN
CONOCE-AQUI;BUENO
CONOCE-AQUI;encontre la informacion
CONOCE-AQUI;ok
CONOCE-AQUI;ninguno
CONOCE-AQUI;DA
CONOCE-AQUI;.
CONOCE-AQUI;12
CONOCE-AQUI;Muy buen servicio.
CONOCE-AQUI;dvbverbb
CONOCE-AQUI;excelente
CONOCE-AQUI;Solo se puede visualizar una pagina
CONOCE-AQUI;Excelente chamo
CONOCE-AQUI;.
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;BUENO
CONOCE-AQUI;MUY BUENO. GRACIAS
CONOCE-AQUI;DADA
CONOCE-AQUI;{}
CONOCE-AQUI;bn
CONOCE-AQUI;GRACIAS
CONOCE-AQUI;X
CONOCE-AQUI;B
CONOCE-AQUI;<
CONOCE-AQUI;ok
CONOCE-AQUI;d
CONOCE-AQUI;fdDSF
CONOCE-AQUI;"muy buena gracias
"
CONOCE-AQUI;"OK
"
CONOCE-AQUI;k
CONOCE-AQUI;super
CONOCE-AQUI;esta bien
CONOCE-AQUI;"1
"
CONOCE-AQUI;hg,kjgkgkh
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;"NO SE PUEDE VISUALIZAR TODAS LAS PARTIDAD REGISTRALES  NO FIIGURA LA MIA
"
CONOCE-AQUI;NINGUNO
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;GOOD
CONOCE-AQUI;b
CONOCE-AQUI;ok
CONOCE-AQUI;EXCELNTE 
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;Si
CONOCE-AQUI;ok
CONOCE-AQUI;que se puedan ver el numero de paginas 
CONOCE-AQUI;buen servicio
CONOCE-AQUI;excelenteee
CONOCE-AQUI;AAA
CONOCE-AQUI;V
CONOCE-AQUI;Mayor difusión
CONOCE-AQUI;OK
CONOCE-AQUI;b
CONOCE-AQUI;bi
CONOCE-AQUI;Sería bueno que se pudiera ver al menos 3 últimas hojas a más para visualizar y ver si la propiedad tiene algún tipo de problema
CONOCE-AQUI;ok
CONOCE-AQUI;MUY BIEN
CONOCE-AQUI;rtgsg
CONOCE-AQUI;V
CONOCE-AQUI;ok
VISOR-GRAFICO;no carga las imagenes
CONOCE-AQUI;.
CONOCE-AQUI;"no deja imprimir
"
CONOCE-AQUI;mejorar, mas directo y que se permita la publicidad 
CONOCE-AQUI;mejorar la nitidez 
CONOCE-AQUI;"ok
"
CONOCE-AQUI;BIEN
CONOCE-AQUI;no permite ver la hoja completa
CONOCE-AQUI;1
CONOCE-AQUI;EN ESTOS ULTIMOS DIAS ESTA PRESENTANDO DEFICIENCIAS., 
CONOCE-AQUI;asdad
CONOCE-AQUI;a
CONOCE-AQUI;:)
CONOCE-AQUI;BIEWN
CONOCE-AQUI;muchas gracias
CONOCE-AQUI;sugui¿iero que salga las 2 hojas activas mal el ultimo asienco
CONOCE-AQUI;buena
CONOCE-AQUI;ok
CONOCE-AQUI;Ok
CONOCE-AQUI;util
CONOCE-AQUI;"que se puedan hacer mas visualizaciones gratuitas
"
CONOCE-AQUI;"
.
"
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;Gracias por brindar información...
CONOCE-AQUI;njnn
CONOCE-AQUI;"EXCELENTE INFORMACION

"
CONOCE-AQUI;"OK
"
CONOCE-AQUI;.
CONOCE-AQUI;MUY BUENO
CONOCE-AQUI;OK
CONOCE-AQUI;Permita realizar la visibilidad de asientos de manera más sencilla 
CONOCE-AQUI;.
CONOCE-AQUI;"BIEN 
"
CONOCE-AQUI;bien
CONOCE-AQUI;ok
CONOCE-AQUI;MEJORAR INTENTOS DE BUSQUEDA
CONOCE-AQUI;NINGUNO
CONOCE-AQUI;adgdf
CONOCE-AQUI;..B
CONOCE-AQUI;VXFFXVXVFXV
CONOCE-AQUI;ll
CONOCE-AQUI;"OK
"
CONOCE-AQUI;bueno
CONOCE-AQUI;ok
CONOCE-AQUI;ok
CONOCE-AQUI;pokok
CONOCE-AQUI;OK
CONOCE-AQUI;BIEN
CONOCE-AQUI;BIEN
CONOCE-AQUI;"todo 0k
"
CONOCE-AQUI;H
CONOCE-AQUI;CONFORME CON LA INFORMACION
CONOCE-AQUI;OK
CONOCE-AQUI;OK
CONOCE-AQUI;ok
CONOCE-AQUI;buena 
CONOCE-AQUI;EXCELENTE
CONOCE-AQUI;-
CONOCE-AQUI;MUY BIEN TODO
CONOCE-AQUI;BUENO
CONOCE-AQUI;VV
CONOCE-AQUI;"gracias
"
CONOCE-AQUI;BUENA APLICACION
CONOCE-AQUI;muy bueno
CONOCE-AQUI;.
CONOCE-AQUI;Nada
CONOCE-AQUI;.
CONOCE-AQUI;SI
CONOCE-AQUI;oki
CONOCE-AQUI;jdtd
CONOCE-AQUI;.
CONOCE-AQUI;.
CONOCE-AQUI;:)
CONOCE-AQUI;ok
CONOCE-AQUI;-
CONOCE-AQUI;OK
CONOCE-AQUI;.
CONOCE-AQUI;excelente
CONOCE-AQUI;OK
CONOCE-AQUI;"BINE
"
CONOCE-AQUI;ok
CONOCE-AQUI;gracias 
CONOCE-AQUI;gracias
CONOCE-AQUI;Bueno 
CONOCE-AQUI;+
CONOCE-AQUI;OKIS
CONOCE-AQUI;Bueno el servicio 
CONOCE-AQUI;6
CONOCE-AQUI;q
CONOCE-AQUI;BUENA
CONOCE-AQUI;.
VISOR-GRAFICO;NO CARGA NADA
VISOR-GRAFICO;actualizar las ubicaciones de los predios inscritos
VISOR-GRAFICO;NINGUNO
CONOCE-AQUI;"like
"
CONOCE-AQUI;,
CONOCE-AQUI;si
CONOCE-AQUI;j
CONOCE-AQUI;1
CONOCE-AQUI;vvvvv
CONOCE-AQUI;2
CONOCE-AQUI;OK
CONOCE-AQUI;"muy bueno
"
CONOCE-AQUI;ok
CONOCE-AQUI;ME GUSTARIA QUE DIERANMAS DATOS COMO COORDENADAS PARA UBICAR EN LOS MAPAS. GRACIAS
CONOCE-AQUI;2
CONOCE-AQUI;Q
CONOCE-AQUI;bien
CONOCE-AQUI;CC
CONOCE-AQUI;Facilita una búsqueda, solo que no se puede descargar 
CONOCE-AQUI;Mejorar la forma de regresar a la pagina inicial para consultar otra partida. hoy te bota y tienes que volver a logearte
CONOCE-AQUI;serd
CONOCE-AQUI;estoy satisfecha con el servicio
CONOCE-AQUI;.
CONOCE-AQUI;"EXCELENTE SERVICIO
"
CONOCE-AQUI;ok
CONOCE-AQUI;AD
CONOCE-AQUI;OK
CONOCE-AQUI;CONFORME
CONOCE-AQUI;No se puede visualizar el asiento registral
CONOCE-AQUI;OK
CONOCE-AQUI;qwet
CONOCE-AQUI;Buen servicio
CONOCE-AQUI;EFGVDFV
CONOCE-AQUI;ok
CONOCE-AQUI;OK
CONOCE-AQUI;buena opcion
CONOCE-AQUI;U
CONOCE-AQUI;EXELENTE
CONOCE-AQUI;mUY UTIL 
CONOCE-AQUI;1
CONOCE-AQUI;bien
CONOCE-AQUI;Buen servicio 
CONOCE-AQUI;pODRIAN IMPLEMENTAR LA OPCION DE DESCARGAR LOS DOCUMENTOS? GRACIAS
CONOCE-AQUI;Gracias por la facilidad de acceso
CONOCE-AQUI;bien
CONOCE-AQUI;si
CONOCE-AQUI;es una buena plataforma, quiza falte actualizar datos recientes
CONOCE-AQUI;.
CONOCE-AQUI;"me sirvio para mi busqueda
"
CONOCE-AQUI;UNA GRAN AYUDA
CONOCE-AQUI;VTYHI
CONOCE-AQUI;"BIEN
"
CONOCE-AQUI;dddd
CONOCE-AQUI;A
CONOCE-AQUI;"
l"
CONOCE-AQUI;bien
CONOCE-AQUI;"BIEN 
"
CONOCE-AQUI;";)
"
CONOCE-AQUI;MAL
CONOCE-AQUI;2
CONOCE-AQUI;Ok
CONOCE-AQUI;SI
CONOCE-AQUI;Gracias 
CONOCE-AQUI;TODO OK
CONOCE-AQUI;Bueno
CONOCE-AQUI;gdfgd
CONOCE-AQUI;ok
CONOCE-AQUI;debe permitir la impresion generaria un ahorro alos ciudadanos
CONOCE-AQUI;D
CONOCE-AQUI;"muy buen servicio
"
CONOCE-AQUI;BIEN
CONOCE-AQUI;.
